Country Name,Country Code,Time,Time Code,Agricultural irrigated land (% of total agricultural land) [AG.LND.IRIG.AG.ZS],"Agricultural machinery, tractors [AG.AGR.TRAC.NO]","Agricultural machinery, tractors per 100 sq. km of arable land [AG.LND.TRAC.ZS]",Agricultural raw materials exports (% of merchandise exports) [TX.VAL.AGRI.ZS.UN],Agricultural raw materials imports (% of merchandise imports) [TM.VAL.AGRI.ZS.UN],Agriculture value added per worker (constant 2010 US$) [EA.PRD.AGRI.KD],Agricultural land (% of land area) [AG.LND.AGRI.ZS],Depth of the food deficit (kilocalories per person per day) [SN.ITK.DFCT],Food exports (% of merchandise exports) [TX.VAL.FOOD.ZS.UN],Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN],Food production index (2004-2006 = 100) [AG.PRD.FOOD.XD],Fertilizer consumption (% of fertilizer production) [AG.CON.FERT.PT.ZS],Fertilizer consumption (kilograms per hectare of arable land) [AG.CON.FERT.ZS],"Droughts, floods, extreme temperatures (% of population, average 1990-2009) [EN.CLC.MDAT.ZS]",Population growth (annual %) [SP.POP.GROW],"Agriculture, value added (annual % growth) [NV.AGR.TOTL.KD.ZG]",Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural poverty gap at national poverty lines (%) [SI.POV.RUGP],Urban poverty gap at national poverty lines (%) [SI.POV.URGP],Employment in agriculture (% of total employment) [SL.AGR.EMPL.ZS],"Account, income, poorest 40% (% ages 15+) [ts] [WP_time_10.8]",Gross domestic income (constant LCU) [NY.GDY.TOTL.KN],Income share held by lowest 10% [SI.DST.FRST.10],Income share held by lowest 20% [SI.DST.FRST.20],"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) [SI.SPR.PC40]",GDP (current US$) [NY.GDP.MKTP.CD],"Population, total [SP.POP.TOTL]"
Afghanistan,AFG,2007,YR2007,5.94038512265893,..,..,..,..,640.782835000703,58.0675795729559,201,..,..,109.34,166.17569080304,3.61880934051835,..,2.75522538418067,14.6947633410373,76.413,8.3,6.1,..,..,..,..,..,..,9843842455.48323,26616792
Afghanistan,AFG,2008,YR2008,5.77947771036666,..,..,5.03313954860083,0.00237097073842654,533.176099727246,58.0675795729559,184,52.5240811767024,17.3695294018036,100.86,151.977290524667,2.98806774441878,..,2.5125738785155,-14.9167175639132,76.054,..,..,..,..,..,..,..,..,10190529882.4878,27294031
Afghanistan,AFG,2009,YR2009,4.84304932735426,..,..,7.55967304919917,..,753.133775706645,58.0675795729559,168,54.6793195830966,18.2936161520611,117.5,258.973982066735,4.52149364814577,1.05929016894999,2.5691143189101,44.5654473278869,75.687,..,..,..,..,..,..,..,..,12486943505.7381,28004331
Afghanistan,AFG,2010,YR2010,5.00131891321551,..,..,10.7670455667972,..,687.403102096975,58.0675795729559,158,40.0470709660653,13.6918476055713,116.67,275.819331226086,4.2549724111382,..,2.81261695888044,-6.37380492600464,75.311,..,..,..,..,..,..,..,..,15936800636.2487,28803167
Afghanistan,AFG,2011,YR2011,5.39157500461608,..,..,12.8790088017208,..,617.65195352011,58.0691112949177,151,39.1451752009078,14.0292713208405,111.51,269.374411549325,6.61006289308176,..,3.095118614892,-7.59086467916443,74.926,9.3,5.6,..,0.8629432,..,..,..,..,17930239399.8149,29708599
Afghanistan,AFG,2012,YR2012,5.46557636507518,..,..,0.236604473774484,..,708.898328123318,58.0675795729559,149,17.4372227678394,4.27602338186878,122.92,1346.58167036216,28.0655969191271,..,3.27270292128737,18.2247894194574,74.532,..,..,..,..,..,..,..,..,20536542736.7297,30696958
Afghanistan,AFG,2013,YR2013,5.51833289369559,..,..,0.0369922318818034,..,687.884952523372,58.0675795729559,151,13.6385047989984,7.54684014524629,120.11,672.169674461788,14.8792549775209,..,3.3152241309788,0.00517080272992132,74.129,..,..,..,..,..,..,..,..,20046334303.9661,31731688
Afghanistan,AFG,2014,YR2014,5.74254814033237,..,..,0.0475230217083274,..,667.476027154014,58.0675795729559,158,14.4956237464036,9.51326057195841,124.69,662.319644839068,12.2867069875177,..,3.18320145523634,-0.100457250332653,73.718,..,..,..,6.619139,..,..,..,..,20050189881.6659,32758020
Afghanistan,AFG,2015,YR2015,..,..,..,14.7990659661172,..,612.675697043218,..,166,48.4561085378175,19.2271235944006,..,..,..,..,2.94323418503806,-5.65736076593812,73.297,..,..,..,..,..,..,..,..,19702986340.5494,33736494
Afghanistan,AFG,2016,YR2016,..,..,..,..,..,632.952293955418,..,173,..,..,..,..,..,..,2.6891634730922,5.97175064704423,72.868,..,..,..,..,..,..,..,..,19469022207.6357,34656032
Albania,ALB,1997,YR1997,..,7910,136.851211072664,14.041841558859,1.18561658447531,1941.96161029375,41.4233576642336,..,11.0853989389735,27.1792133735844,81.74,..,..,..,-0.625430096900055,-17.1101302463789,59.965,..,..,69.6500015258789,..,308169209924.204,..,..,..,2359903108.38446,3148281
Albania,ALB,1998,YR1998,..,8150,141.247833622184,8.75611417892556,1.46323227951264,2095.73416249393,41.5693430656934,..,9.82044431818301,26.9410153139251,84.35,..,..,..,-0.629334392525913,6.24005568735812,59.399,..,..,70.7799987792969,..,335850791150.205,..,..,..,2707123772.16195,3128530
Albania,ALB,1999,YR1999,..,8200,142.1143847487,4.47198911672654,3.76524145518879,2233.51808903817,41.7883211678832,..,5.53259189225374,27.3680538006177,82.2,..,..,..,-0.63335227398725,5.39594555447884,58.831,..,..,72.1100006103516,..,381600583038.827,..,..,..,3414760915.27878,3108778
Albania,ALB,2000,YR2000,..,8087,139.913494809689,5.90753986504012,0.937486657190377,2405.95114595308,41.7518248175182,..,6.61620779325639,21.8344272084776,86.45,..,..,..,-0.637356833943492,6.68778207001147,58.259,..,..,71.8199996948242,..,407197938304.68,..,..,..,3632043907.97733,3089027
Albania,ALB,2001,YR2001,..,7647,132.301038062284,5.52143070559097,0.863882881868625,2474.77844372429,41.5693430656934,..,5.75039788397232,19.3631544898862,89.5,..,..,..,-0.93847042771206,2.69480615785704,57.565,..,..,72.1500015258789,..,445763120067.095,..,..,..,4060758804.12084,3060173
Albania,ALB,2002,YR2002,..,7515,130.017301038062,6.51195752058985,0.964128214918153,2513.34813753532,41.6058394160584,..,3.46328523335152,20.1621389026545,89.91,..,97.1851211072664,..,-0.299876697084691,2.05071701201538,56.499,6.6,4.5,57.7200012207031,..,457816032599.88,3.5,8.4,..,4435078647.74817,3051010
Albania,ALB,2003,YR2003,..,5917,102.370242214533,5.13150730780602,0.999191726268577,2570.79291933856,40.9124087591241,..,5.62186536930707,19.6215041854838,95.19,..,98.9325259515571,..,-0.374149169291299,2.94337306670229,55.427,..,..,58.0999984741211,..,479890890551.65,..,..,..,5746945912.58082,3039616
Albania,ALB,2004,YR2004,..,7574,131.038062283737,4.46365124033259,1.07049398536546,2719.80671220742,40.9489051094891,..,5.66959491054423,19.2638771570178,99.85,..,100.598615916955,..,-0.417931377925999,6.30342526309747,54.349,..,..,58.5400009155273,..,506883596569.587,..,..,..,7314865175.6199,3026939
Albania,ALB,2005,YR2005,..,8122,150.966542750929,13.8942036954001,1.10858497982632,2734.3337706569,39.3065693430657,..,9.33858543353948,16.2411341100084,97.95,..,111.596654275093,..,-0.511790116421897,0.693952657655245,53.269,5.3,2.3,58.4700012207031,..,525479501023.813,3.5,8.4,..,8158548716.68554,3011487
Albania,ALB,2006,YR2006,..,7902,135.308219178082,13.0842414277587,1.18933302540196,2828.77613945852,40.8759124087591,..,7.69835157334796,19.9650233732665,102.2,..,85.0924657534247,..,-0.630911244851673,3.12551920347732,52.185,..,..,57.9700012207031,..,551447781893.939,..,..,..,8992642348.7871,2992547
Albania,ALB,2007,YR2007,17.426273458445,7317,126.59169550173,3.37840747255836,0.932476368685505,2905.99103262567,40.8394160583942,..,5.22941555853867,16.4215005373694,103.74,..,87.1678200692042,..,-0.75571875541991,2.72962190574523,51.098,..,..,47.9099998474121,..,585724620278.825,..,..,..,10701011896.7708,2970017
Albania,ALB,2008,YR2008,9.99153259949196,7438,121.934426229508,7.65302138841682,0.839335825902884,3128.56426688262,43.1021897810219,..,4.31107302047418,16.416023954208,107.98,..,75.8770491803279,..,-0.767342959142321,6.97338949247532,50.009,2.6,1.9,75.7099990844727,..,619585079191.47,3.7,8.9,4.28,12881352687.7773,2947314
Albania,ALB,2009,YR2009,16.8151169566303,..,..,2.98016812788435,0.994704093849191,3213.89724173192,43.8430656934307,..,5.62420762493488,17.0733621869715,112.4,..,89.3858784893268,5.26957699339956,-0.673894046451936,1.90440687875075,48.924,..,..,44.0499992370605,..,638495770316.783,..,..,..,12044212903.8168,2927519
Albania,ALB,2010,YR2010,17.0232248397569,..,..,2.39093820685545,0.999252301721728,3487.92591615817,43.8430656934307,..,4.47195801759197,17.9299994404967,118.32,..,97.3226837060703,..,-0.49646196338738,7.64974046742321,47.837,..,..,73.25,..,646836885707.843,..,..,..,11926953258.916,2913021
Albania,ALB,2011,YR2011,17.0108243130724,..,..,2.56882377439947,0.95021301136294,3684.40906416793,43.8321167883212,..,4.10986113751939,16.6087431475248,124.6,..,97.1366559485531,..,-0.269017331764615,4.77303190693029,46.753,..,..,45.3600006103516,19.36971,652423633717.306,..,..,..,12890867538.5302,2905195
Albania,ALB,2012,YR2012,17.0398734704071,..,..,2.39756962925497,0.906949318908891,3915.24163346334,43.8430656934307,..,4.57760201151935,17.2790863038506,132.82,..,92.771765465999,..,-0.165151040121679,5.39266202090525,45.67,3,2.9,47.4099998474121,..,664597998601.082,3.7,8.9,4.08,12319784787.2987,2900401
Albania,ALB,2013,YR2013,17.2879642887223,..,..,2.30292649424158,0.953042303349131,3980.85977712882,43.3321167883212,..,4.51319332250875,17.7043771411176,133.32,..,87.4769081186193,..,-0.183211384606402,0.665940481659405,44.617,..,..,44.6300010681152,..,667955537005.511,..,..,..,12781029643.5936,2895092
Albania,ALB,2014,YR2014,17.8277938158377,..,..,1.26911305101042,0.644753212168007,4101.6304562131,42.857299270073,..,3.00290920278718,10.3262176054404,139.59,..,87.6900584795322,..,-0.207046999760594,2.00000001767089,43.591,..,..,42.7000007629395,23.40662,659394466823.843,..,..,..,13219857459.1009,2889104
Albania,ALB,2015,YR2015,..,..,..,2.27635757399194,0.862028448936399,4176.36132244596,..,..,5.61023623393818,14.4973567496162,..,..,..,..,-0.291205786840436,0.78999998177882,42.593,..,..,41.2599983215332,..,673207997921.838,..,..,..,11390365293.8057,2880703
Albania,ALB,2016,YR2016,..,..,..,..,..,4253.64279314381,..,..,..,..,..,..,..,..,-0.159880412127734,0.459999996036515,41.624,..,..,..,..,682511527061.817,..,..,..,11926892452.8499,2876101
Algeria,DZA,1997,YR1997,..,92426,120.818300653595,0.04975725881556,3.12371821525569,2577.43070614825,16.6642874537103,55,0.268184667758013,31.823103423937,62.84,..,..,..,1.60353519752425,-13.4499949552013,42.456,..,..,..,..,3119024070340.38,..,..,..,48177862501.9495,29886839
Algeria,DZA,1998,YR1998,..,92800,121.13301135622,0.109522444736395,2.62514523135798,2790.88031203222,16.7213885646628,60,0.341639301574309,29.8743672249425,69.76,..,..,..,1.49080753748709,11.3999945049773,41.687,..,..,..,..,3005133904969.13,..,..,..,48187747528.899,30335732
Algeria,DZA,1999,YR1999,..,94259,122.845041053043,0.0384648670169188,2.58909539206148,2787.12821364292,16.6815017592181,62,0.223124461208307,27.422544179811,73.46,..,..,..,1.4071313588267,2.70000097727036,40.882,..,..,..,..,3238197611200,..,..,..,48640574566.6476,30765613
Algeria,DZA,2000,YR2000,..,95717,124.924301748891,0.0499261603667345,2.59421936247254,2586.42216809348,16.8032614811021,62,0.163458380562733,28.166838261344,69.71,..,..,..,1.34966344449041,-4.64000001089899,40.081,..,..,..,..,3998071004449.24,..,..,..,54790245600.5846,31183660
Algeria,DZA,2001,YR2001,..,97176,128.149808782804,0.0549607964080259,2.35754072124347,2838.59431356373,16.8402092587772,60,0.148606444057863,26.1338376928319,74.36,..,..,..,1.30145272922752,12.77826207981,39.288,..,..,21.0599994659424,..,3989592863066.74,..,..,..,54744714396.1666,31592153
Algeria,DZA,2002,YR2002,..,97700,129.455412746787,0.0156416683607166,2.11548188091065,2743.43903245219,16.7335645368512,58,0.231638365592645,25.0815829275629,76.23,76.1140167364017,9.6415794355373,..,1.2672311344186,-1.24137880815678,38.499,..,..,..,..,4168432156480.7,..,..,..,56760288973.6703,31995046
Algeria,DZA,2003,YR2003,1.80926534304623,97800,130.335701054147,0.0240274547910331,2.41188968802203,3218.7265768986,16.7548514951254,56,0.209587695365939,22.4199355179064,88.38,42.6268458917077,6.00117275477431,..,1.26857953923602,19.4621739975623,37.716,..,..,21.1200008392334,..,4681716992655.08,..,..,..,67863829880.4832,32403514
Algeria,DZA,2004,YR2004,1.92733017377567,97809,130.533831576138,0.0100632071635807,1.90973585788859,3333.65153549002,17.27518536868,53,0.193619706686166,21.9120884185697,97.94,90.6906530336645,25.0951554784466,..,1.31092413487785,5.35252166346798,36.939,..,..,20.7199993133545,..,4994006569493.94,..,..,..,85324998813.604,32831096
Algeria,DZA,2005,YR2005,2.00189269855136,100128,133.308480894688,0.00435579870837805,1.69774805744719,3360.8181966484,17.3028962019364,51,0.153082861462964,19.3261754902353,99.04,53.9032164589974,7.42990280921315,..,1.38339843921785,2.28144492667661,36.17,..,..,..,..,5844650171471.94,..,..,..,103198228458.588,33288437
Algeria,DZA,2006,YR2006,2.0276341031058,102363,137.032128514056,0.00696535303188389,2.08070084198016,3581.54117049524,17.2903003686381,50,0.160478308489089,19.2043793299555,103.02,191.44347826087,13.2626506024096,..,1.45970871133985,8.0955142136397,35.407,..,..,..,..,6260803946009.53,..,..,..,117027304746.54,33777915
Algeria,DZA,2007,YR2007,2.19383302627751,103558,138.650421743205,0.00557029999580638,2.25715946194353,3607.11542364002,17.3201105074441,48,0.163018507083183,19.8322591717271,93.24,61.9480015521925,14.9615745079663,..,1.53403833511292,2.50188071610431,34.652,..,..,..,..,6274942350116.5,..,..,..,134977087734.008,34300076
Algeria,DZA,2008,YR2008,2.0715098404706,104529,139.576712511684,0.00659642813721568,1.60935201708552,3432.31897263441,17.344042590711,46,0.160334955166708,21.4249803081389,95.85,283.9566755084,8.5767125116838,..,1.62129805825395,-3.80090486423072,33.903,..,..,..,..,6463869344811.48,..,..,..,171000691877.714,34860715
Algeria,DZA,2009,YR2009,2.13711938134364,..,..,0.00735595612956253,1.4627272080281,4121.31186894864,17.3738527295171,43,0.25740348033438,16.3381657011155,119.29,869.004975124378,13.9866542105966,0.0392229403642657,1.72071735074783,21.1094643194473,33.178,..,..,..,..,5674646801614.95,..,..,..,137211039898.193,35465760
Algeria,DZA,2010,YR2010,2.38125392758737,..,..,0.0157878631761179,1.60733735402263,4298.74635202501,17.3713335628574,40,0.560728903031235,16.3002029011608,124.84,457.433489827856,19.4814716075713,..,1.82135815863613,4.90000000357603,32.474,..,..,..,..,6425938749909.67,..,..,..,161207268655.392,36117637
Algeria,DZA,2011,YR2011,2.38477336426017,..,..,0.0245375081749999,1.51536675081284,4777.83812700773,17.3772116183966,36,0.488438960100719,22.7911691256684,134.38,377.911264765197,17.4850706478272,..,1.92478657981558,11.599999998318,31.791,0.8,1.1,..,21.36693,6732779331322.15,4.1,9.4,..,200013051408.116,36819558
Algeria,DZA,2012,YR2012,2.51924057549376,..,..,0.00978563098338701,1.48085311370296,5112.22097777358,17.381490003107,31,0.445064950240349,19.8522443501895,146.93,438.439259855189,21.7803237194432,..,2.00661417637038,7.2000000117341,31.13,..,..,..,..,7175564770147.06,..,..,..,209047389309.482,37565847
Algeria,DZA,2013,YR2013,2.62963281202482,..,..,0.0120859865000256,1.44271417016408,5529.69182276313,17.3955343572346,26,0.614279708145452,19.0625630722343,163.77,294.750290360046,16.9272431365225,..,2.03609172423878,8.199999993096,30.49,..,..,10.5799999237061,..,7161515690875.18,..,..,..,209783503258.224,38338562
Algeria,DZA,2014,YR2014,2.7691824961985,..,..,0.0183897680603328,1.56270789045059,5676.81802764072,17.3952583425318,23,0.539747166610679,20.1031063045276,160.87,59.4734310759445,51.32085575816,..,2.00066645791365,2.50000000058006,29.871,..,..,8.77999973297119,36.67649,7223385313315.24,..,..,..,213983107815.932,39113313
Algeria,DZA,2015,YR2015,..,..,..,0.0281167336450923,1.4407003047665,6061.03450020117,..,21,0.681904275735559,19.3140380877865,..,..,..,..,1.91995902410572,6.39999999692138,29.273,..,..,..,..,6702592204714.15,..,..,..,164779467703.299,39871528
Algeria,DZA,2016,YR2016,..,..,..,..,..,6221.58674231996,..,20,..,..,..,..,..,..,1.82546343244561,2.10000000455292,28.696,..,..,..,..,6952482319953.69,..,..,..,156079606663.188,40606052
American Samoa,ASM,1997,YR1997,..,11,55,..,..,..,20,..,..,..,73.93,..,..,..,1.85915155539771,..,13.229,..,..,..,..,..,..,..,..,..,54941
American Samoa,ASM,1998,YR1998,..,11,45.8333333333333,..,..,..,23.5,..,..,..,89.82,..,..,..,1.73223869126688,..,12.533,..,..,..,..,..,..,..,..,..,55901
American Samoa,ASM,1999,YR1999,..,11,44,..,..,..,23.95,..,..,..,73.22,..,..,..,1.54257480939327,..,11.869,..,..,..,..,..,..,..,..,..,56770
American Samoa,ASM,2000,YR2000,..,17,68,..,..,..,24,..,..,..,80.86,..,..,..,1.31420813363362,..,11.413,..,..,..,..,..,..,..,..,..,57521
American Samoa,ASM,2001,YR2001,..,..,..,..,..,..,22.5,..,..,..,90.42,..,..,..,1.13056106693841,..,11.509,..,..,..,..,..,..,..,..,..,58175
American Samoa,ASM,2002,YR2002,..,30,120,..,..,..,22.5,..,..,..,94.31,..,..,..,0.951198727415995,..,11.606,..,..,..,..,628717352.415027,..,..,..,514000000,58731
American Samoa,ASM,2003,YR2003,..,36,107.784431137725,..,..,..,25.2,..,..,..,100.86,..,..,..,0.655083464091283,..,11.703,..,..,..,..,625176882.661996,..,..,..,527000000,59117
American Samoa,ASM,2004,YR2004,..,..,..,..,..,..,25,..,..,..,97.41,..,..,..,0.248350792028606,..,11.802,..,..,..,..,612619047.619048,..,..,..,512000000,59264
American Samoa,ASM,2005,YR2005,..,..,..,..,..,..,25,..,..,..,97.83,..,..,..,-0.246659245532166,..,11.9,..,..,..,..,575286644.95114,..,..,..,503000000,59118
American Samoa,ASM,2006,YR2006,..,..,..,..,..,..,25,..,..,..,104.76,..,..,..,-0.794787146890805,..,12,..,..,..,..,551492113.564669,..,..,..,496000000,58650
American Samoa,ASM,2007,YR2007,..,..,..,..,..,..,24,..,..,..,108.88,..,..,..,-1.28183783913039,..,12.1,..,..,..,..,558066022.544283,..,..,..,520000000,57903
American Samoa,ASM,2008,YR2008,..,..,..,..,..,..,24,..,..,..,109.94,..,..,..,-1.51917515397331,..,12.201,..,..,..,..,576234748.01061,..,..,..,563000000,57030
American Samoa,ASM,2009,YR2009,..,..,..,..,..,..,24.5,..,..,..,113.55,..,..,0.000261754979888492,-1.4180376590663,..,12.303,..,..,..,..,678000000,..,..,..,678000000,56227
American Samoa,ASM,2010,YR2010,..,..,..,..,..,..,24.5,..,..,..,114.49,..,..,..,-1.05486210207446,..,12.406,..,..,3.01999998092651,..,569852886.405959,..,..,..,576000000,55637
American Samoa,ASM,2011,YR2011,..,..,..,..,..,..,24.5,..,..,..,114.4,..,..,..,-0.571394076048246,..,12.5,..,..,..,..,564670840.78712,..,..,..,574000000,55320
American Samoa,ASM,2012,YR2012,..,..,..,..,..,..,24.5,..,..,..,110.24,..,..,..,-0.162822288346136,..,12.587,..,..,..,..,600063763.608087,..,..,..,644000000,55230
American Samoa,ASM,2013,YR2013,..,..,..,..,..,..,24.5,..,..,..,117.61,..,..,..,0.139319888281354,..,12.666,..,..,..,..,575425897.035881,..,..,..,639000000,55307
American Samoa,ASM,2014,YR2014,..,..,..,..,..,..,24.5,..,..,..,116.47,..,..,..,0.234775806748866,..,12.736,..,..,..,..,558269911.504425,..,..,..,638000000,55437
American Samoa,ASM,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.180222443215116,..,12.798,..,..,..,..,551824324.324324,..,..,..,641000000,55537
American Samoa,ASM,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.111575018773335,..,12.852,..,..,..,..,..,..,..,..,..,55599
Andorra,AND,1997,YR1997,..,..,..,0.718028094384674,0.533134155292796,..,40.4255319148936,..,9.48540826658704,30.445268170127,..,..,..,..,-0.0512872329347217,..,6.81999999999999,..,..,..,..,..,..,..,..,1180597272.72727,64327
Andorra,AND,1998,YR1998,..,..,..,0.940321051332112,0.523752383229809,..,39.7872340425532,..,10.7312749448973,23.046032482334,..,..,..,..,-0.288007422613352,..,7.07299999999999,..,..,..,..,..,..,..,..,1211932397.81713,64142
Andorra,AND,1999,YR1999,..,..,..,0.952541973396074,0.560631005988058,..,40,..,11.0402732219748,21.0806927640238,..,..,..,..,0.354831049582302,..,7.334,..,..,..,..,..,..,..,..,1239876305.13531,64370
Andorra,AND,2000,YR2000,..,..,..,1.36682508060433,0.48661420712131,..,40,..,8.39279704218041,19.9860120287718,..,..,..,..,1.57216555086599,..,7.605,..,..,..,..,..,..,..,..,1401695227.56587,65390
Andorra,AND,2001,YR2001,..,..,..,0.753407076130237,0.460160747252553,..,39.7872340425532,..,4.93002204406936,20.1083932406505,..,..,..,..,2.93999220643334,..,7.944,..,..,..,..,..,..,..,..,1484017897.09172,67341
Andorra,AND,2002,YR2002,..,..,..,0.788816906862168,0.410605322085927,..,41.9148936170213,..,3.9558919059078,19.3637073906532,..,..,..,..,3.94257335261145,..,8.35899999999999,..,..,..,..,..,..,..,..,1717485413.13759,70049
Andorra,AND,2003,YR2003,..,..,..,0.685623921695271,0.414015703835772,..,42.3404255319149,..,6.32259854961376,18.8802479695928,..,..,..,..,4.37544919255239,..,8.79300000000001,..,..,..,..,..,..,..,..,2373927765.23702,73182
Andorra,AND,2004,YR2004,..,354,1416,0.607231017108109,0.400673169431348,..,42.3404255319149,..,11.6398695205433,18.1822613601196,..,..,..,..,4.09892347776702,..,9.249,..,..,..,..,..,..,..,..,2916786689.84356,76244
Andorra,AND,2005,YR2005,..,353,1412,0.50989174516674,..,..,41.9148936170213,..,28.8589023240436,..,..,..,..,..,3.38241655431066,..,9.705,..,..,..,..,..,..,..,..,3248215396.09501,78867
Andorra,AND,2006,YR2006,..,358,1491.66666666667,0.484155849359564,0.370903260553873,..,41.4893617021277,..,30.4037099087329,18.7558133360018,..,..,..,..,2.65751479780979,..,10.162,..,..,..,..,..,..,..,..,3536632793.87781,80991
Andorra,AND,2007,YR2007,..,357,1552.17391304348,0.641821924043826,0.396383623635688,..,41.2765957446808,..,2.10557008902018,17.9408471031984,..,..,..,..,2.06759812375179,..,10.637,..,..,..,..,..,..,..,..,4010990966.32904,82683
Andorra,AND,2008,YR2008,..,355,1613.63636363636,0.804129385422135,0.42174299969428,..,41.9148936170213,..,14.782399608116,20.1504905804861,..,..,..,..,1.41466476822685,..,11.133,..,..,..,..,..,..,..,..,4001201113.22689,83861
Andorra,AND,2009,YR2009,..,353,1534.78260869565,0.892749269880778,0.421147153795105,..,42.3404255319149,..,10.3493647790667,21.6641385294366,..,..,..,..,0.714106276606596,..,11.648,..,..,..,..,..,..,..,..,3650083356.48791,84462
Andorra,AND,2010,YR2010,..,..,..,1.68683032329121,0.382151881569455,7761.58940397351,42.7659574468085,..,0.850345282246566,22.0383414552007,..,..,..,..,-0.0153927216411839,..,12.183,..,..,..,..,..,..,..,..,3346516556.29139,84449
Andorra,AND,2011,YR2011,..,..,..,1.86538866349418,0.404421451373873,..,43.4042553191489,..,0.667680715037351,22.4051542503259,..,..,..,..,-0.829969092507289,..,12.74,..,..,..,..,..,..,..,..,3427022518.76564,83751
