Time,"Time Code","Country Name","Country Code","Agricultural irrigated land (% of total agricultural land) [AG.LND.IRIG.AG.ZS]","Agricultural machinery, tractors [AG.AGR.TRAC.NO]","Agricultural machinery, tractors per 100 sq. km of arable land [AG.LND.TRAC.ZS]","Agricultural raw materials exports (% of merchandise exports) [TX.VAL.AGRI.ZS.UN]","Agricultural raw materials imports (% of merchandise imports) [TM.VAL.AGRI.ZS.UN]","Agriculture value added per worker (constant 2010 US$) [EA.PRD.AGRI.KD]","Agricultural land (% of land area) [AG.LND.AGRI.ZS]","Depth of the food deficit (kilocalories per person per day) [SN.ITK.DFCT]","Food exports (% of merchandise exports) [TX.VAL.FOOD.ZS.UN]","Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN]","Food production index (2004-2006 = 100) [AG.PRD.FOOD.XD]","Fertilizer consumption (% of fertilizer production) [AG.CON.FERT.PT.ZS]","Fertilizer consumption (kilograms per hectare of arable land) [AG.CON.FERT.ZS]","Droughts, floods, extreme temperatures (% of population, average 1990-2009) [EN.CLC.MDAT.ZS]","Population growth (annual %) [SP.POP.GROW]","Agriculture, value added (annual % growth) [NV.AGR.TOTL.KD.ZG]","Rural population (% of total population) [SP.RUR.TOTL.ZS]","Rural poverty gap at national poverty lines (%) [SI.POV.RUGP]","Urban poverty gap at national poverty lines (%) [SI.POV.URGP]","Employment in agriculture (% of total employment) [SL.AGR.EMPL.ZS]","Account, income, poorest 40% (% ages 15+) [ts] [WP_time_10.8]","Gross domestic income (constant LCU) [NY.GDY.TOTL.KN]","Income share held by lowest 10% [SI.DST.FRST.10]","Income share held by lowest 20% [SI.DST.FRST.20]","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) [SI.SPR.PC40]","GDP (current US$) [NY.GDP.MKTP.CD]","Population, total [SP.POP.TOTL]","Arable land (hectares) [AG.LND.ARBL.HA]","Arable land (hectares per person) [AG.LND.ARBL.HA.PC]","Agricultural land (sq. km) [AG.LND.AGRI.K2]","Land area (sq. km) [AG.LND.TOTL.K2]","Rural land area (sq. km) [AG.LND.TOTL.RU.K2]","GINI index (World Bank estimate) [SI.POV.GINI]","Agriculture, value added (% of GDP) [NV.AGR.TOTL.ZS]","Arable land (% of land area) [AG.LND.ARBL.ZS]","Average precipitation in depth (mm per year) [AG.LND.PRCP.MM]","Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Employment in agriculture, male (% of male employment) [SL.AGR.EMPL.MA.ZS]","Fossil fuel energy consumption (% of total) [EG.USE.COMM.FO.ZS]","Improved water source, rural (% of rural population with access) [SH.H2O.SAFE.RU.ZS]","People using basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","Research and development expenditure (% of GDP) [GB.XPD.RSDV.GD.ZS]"
2004,"YR2004","Australia","AUS","0.545772647747154","..","..","4.30719413715969","1.05728231844286","50548.0456570683","57.2888327714356","..","21.7554484108307","4.88132397906505","100.78","252.3457676572","50.9394047294891","..","1.15935216218033","25.7864352197306","12.151","..","..","3.72000002861023","..","1138326820359.7","..","..","..","613329776639.636","20127400","47743000","2.37204010453412","4401100","7682300","..","..","3.37680028667349","6.21467529255561","..","100","4.55999994277954","94.0682126712093","100","99.22","1.85465"
2004,"YR2004","Austria","AUT","..","332228","2408.84570765661","1.97584692344347","2.2151680049254","28541.1199884675","34.7226931460402","..","5.83172577838854","5.92491421528389","101.24","..","131.342710070326","..","0.620413127334181","8.35437946242583","34.182","..","..","4.8899998664856","..","274645545709.815","3.4","8.6","..","299857238639.185","8171966","1379300","0.168784353728344","28674","82580","..","29.8","1.66620471616995","16.7025914264955","..","100","4.92000007629395","77.9993022842177","100","100","2.16923"
2004,"YR2004","Azerbaijan","AZE","30.0321773328566","..","..","1.14510473055999","0.852554309496773","2398.62478431138","57.5152409521966","64","4.25926378095469","11.6948883004524","90.09","..","11.9747921986201","..","0.875427280482454","4.99999841661295","47.811","..","..","39.5400009155273","..","7550245484.68013","6.1","13.3","..","8680472168.51531","8306500","1840700","0.221597544091976","47549","82672","..","16.2","11.8426705076694","22.2650958002709","..","97.9318084716797","40.9000015258789","97.134998981277","64","62.2705957561786","0.29831"
2004,"YR2004","Bahamas, The","BHS","..","..","..","0.407905246392917","2.36625108472078","40076.2622789296","1.2987012987013","..","50.2385175518797","18.3550981561057","99.11","..","..","..","2.12456602410762","-6.82308326322487","17.774","..","..","4.42999982833862","..","7555351654.90753","..","..","..","7094413000","322526","7000","0.0217036766028165","130","10010","..","..","2.34278816186608","0.699300699300699","..","99.8613739013672","8.15999984741211","0","97.2","..",".."
2004,"YR2004","Bahrain","BHR","..","..","..","0.0392596669748362","0.705994305051445","..","11.9178082191781","..","0.550737734081184","8.10559890266178","89.59","0","0","..","6.36025628989307","..","11.614","..","..","..","..","..","..","..","..","13150166755.3191","829848","1500","0.00180755993868757","87","730","..","..","..","2.05479452054795","..","100","..","99.999988939476","100","..",".."
2004,"YR2004","Bangladesh","BGD","51.346133218921","..","..","1.25773075418516","8.46970813216954","445.510376394739","71.6217254359684","124","6.18417602333624","15.607342483012","90.99","140.642912079016","170.671374186418","..","1.63276673635881","4.97351359688545","73.886","..","..","..","..","4260965428307.88","..","..","..","65108544250.0425","141307489","8143000","0.0576261035959672","93230","130170","..","..","20.3125391093345","62.5566566797265","..","30.4","..","62.4846473380633","77.3","94.5377313251864",".."
2004,"YR2004","Barbados","BRB","..","..","..","0.256086090962439","2.24114096896298","..","37.2093023255814","43","41.9501940950709","20.0979098917732","96.52","..","214.230769230769","..","0.305492683707638","..","66.884","..","..","3.32999992370605","..","1013418286.4421","..","..","..","3514370691.25563","273091","13000","0.0476031798924168","160","430","..","..","1.91580562884424","30.2325581395349","..","100","4.25","0","98.2","..",".."
2004,"YR2004","Belarus","BLR","1.27274757173161","55330","99.7296322999279","3.08677408863701","1.83252215225814","7307.41115786501","44.1644889305261","..","8.34636760099094","9.11873988205708","93.78","14.8431120748744","146.917808219178","..","-0.682169472243919","13.2467951302105","28.113","..","..","..","..","1263530453.19109","3.8","9.4","..","23141587717.7633","9730146","5548000","0.570186716622752","89570","202810","..","26.5","10.3287437143698","27.355653074306","..","100","..","93.5856552985175","99","98.6034157623928","0.62749"
2004,"YR2004","Belgium","BEL","..","95498","1136.88095238095","1.21774366895345","1.28375838881249","50424.6950174749","45.947820343461","..","8.31417560695791","8.14935812699211","104.21","19.9295607494904","339.855952380952","..","0.432788248129175","7.171755049091","2.655","..","..","2.22000002861023","..","339538745665.169","3.4","8.4","..","370885274397.815","10421137","840000","0.080605408027934","13913","30280","..","30.5","1.13726576893695","27.7410832232497","..","100","2.71000003814697","75.0749854568824","100","100","1.80723"
2004,"YR2004","Belize","BLZ","..","..","..","0.851913985557842","0.438248016226939","6460.35198110444","6.66374397194213","30","87.9602060973334","11.9080377915986","99.44","..","78.6571428571429","..","2.55287432656974","9.46478357973371","53.42","..","..","..","..","1907964277.20887","..","..","..","1057845500","276089","70000","0.253541430480751","1520","22810","..","..","16.5997423902113","3.06882946076282","..","79.4897537231445","..","0","85.9","87.3810315963788",".."
2004,"YR2004","Benin","BEN","..","..","..","72.4136582100724","3.66477640003048","918.798526274665","31.6335579992905","121","18.3329117231899","24.5653739246321","103.38","..","0.0527272727272727","..","3.00534210642385","8.61768802228413","60.365","..","..","..","..","2597585913994.83","..","..","..","4521424807.22519","7750004","2750000","0.354838526534954","35670","112760","..","..","27.7722981541496","24.3880808797446","..","7.76359462738037","..","32.8223793969496","62.4","52.8015196997524",".."
2004,"YR2004","Bermuda","BMU","..","..","..","..","..","37784.4426465676","8","..","..","..","99.54","..","..","..","0.655349388077386","10.4366067916612","0","..","..","..","..","..","..","..","..","4484703000","63740","400","0.00627549419516787","4","50","..","..","0.886888559821638","8","..","100","..","..","..","..",".."
2004,"YR2004","Bhutan","BTN","6.50684931506849","..","..","..","..","1044.93454490074","15.3212477372301","..","..","..","83.18","..","7.39873417721519","..","2.66657988395922","2.14571196176001","70.165","..","..","..","..","27036836562.8802","..","..","..","702682018.976169","640282","158000","0.246766268612892","5840","38117","..","..","24.9232769041146","4.14513209329171","..","42.4468078613281","..","0","85","82.097782333805",".."
2004,"YR2004","Bolivia","BOL","..","..","..","1.91298668777017","1.7859291664324","1037.87240612883","33.8013477337764","207","27.3651260354029","11.5632058316194","93.91","..","5.06426376082705","..","1.76986929784252","0.247813942918128","36.268","45.9","22.2","35.0800018310547","..","25334399256.4987","0.9","3.1","..","8773451738.91129","8967741","3579000","0.399097163934596","366170","1083300","..","55","15.3746559006184","3.30379396289117","..","41.3125190734863","35.4300003051758","81.6247071695969","60.9","59.6649192108126",".."
2004,"YR2004","Bosnia and Herzegovina","BIH","..","..","..","11.548634031225","1.04647386578824","..","42.37109375","..","4.38103665643683","16.4540916904266","98.69","..","58.442607003891","..","0.0539644435037752","..","60.777","..","..","..","..","..","2.9","7.4","..","10022840634.9206","3781287","1028000","0.271865108361254","21694","51200","..","34","10.7357520674615","20.078125","..","98.6019897460938","..","89.0009852036468","97.3","96.406694402169","0.01611"
2004,"YR2004","Botswana","BWA","0.00116157509582995","3068","135.752212389381","0.280940916535214","0.769240588279443","786.987404332521","45.5719654862104","262","2.49483285741787","14.3551241376443","100.71","..","..","..","1.37554598671058","0.472494920067575","45.159","..","..","..","..","52221380760.1757","..","..","..","8957467706.5354","1829330","226000","0.123542499166361","258270","566730","..","..","2.53784552908034","0.398778959998588","..","21.0831813812256","..","65.6905938048429","90.2","57.2518580239732",".."
2004,"YR2004","Brazil","BRA","..","791191","115.794780979701","3.97714962082596","1.75481688393989","6050.52101279026","32.5589186110785","56","27.9964460117022","4.82052811042569","97.44","322.15815720138","150.94595108815","..","1.2288729723919","1.99831843200342","17.479","..","..","20.9599990844727","..","1344681729274.1","0.9","2.8","..","669316239316.239","184738458","68327000","0.369858018410005","2721320","8358140","..","56.9","6.67347781143238","8.17490494296578","..","81.507163","24.5","54.6982242959686","78.9","77.5209931230858","0.96233"
2004,"YR2004","British Virgin Islands","VGB","..","..","..","..","..","..","46.6666666666667","..","..","..","99.68","..","..","..","2.42934198415074","..","57.113","..","..","..","..","..","..","..","..","..","22541","1000","0.044363604099197","70","150","..","..","..","6.66666666666667","..","..","..","..","94.9","..",".."
2004,"YR2004","Brunei Darussalam","BRN","0.909090909090909","..","..","0.00777428087630151","0.218940730972603","111568.096809681","2.08728652751423","15","0.0391235189082101","17.9205350529682","102.67","..","151.5","..","1.72087196629209","11.989773006686","26.939","..","..","..","..","9322357707.69132","..","..","..","7872333215.00414","359523","2000","0.00556292643307939","110","5270","..","..","1.12745345314218","0.379506641366224","..","100","..","100","..","..","0.03701"
2004,"YR2004","Bulgaria","BGR","..","30962","93.456082100815","2.0920435491246","1.40129225479543","15467.6403762636","49.006987863185","..","10.4132985332866","5.39745645318489","110.26","54.9122591225912","80.8517959553275","..","-0.754796951273604","3.61764705882355","29.767","..","..","10.7200002670288","..","57107227465.903","..","..","..","26094622563.6468","7716860","3313000","0.429319697389871","53300","108760","..","..","9.83448950080403","30.4615667524825","..","100","12.8800001144409","73.9769293902061","99.3","99.4332570653116","0.472"
2004,"YR2004","Burkina Faso","BFA","..","..","..","75.8779991520735","0.679473918025596","387.042632281629","38.9985380116959","219","18.5126870017369","17.5524742903165","92.1","..","12.540652173913","..","2.92756137290048","-3.35933488308194","79.243","..","..","..","..","2417321523609.66","..","..","..","4838551099.70985","13030569","4600000","0.353016050181692","106700","273600","..","..","34.5206388776285","16.812865497076","..","1.07190322875977","..","..","61.6","41.2044574826004","0.2416"
2004,"YR2004","Burundi","BDI","..","..","..","1.15904072729868","1.14419957306753","261.351588327506","71.9626168224299","..","92.1597012380486","9.00419430539261","98.37","..","1.11167512690355","..","3.24512167485155","-0.239338313061026","90.861","..","..","..","..","1183437638686.21","..","..","..","915257323.3961","7182451","985000","0.137139814806951","18480","25680","..","..","45.4447697543993","38.3566978193146","..","0.827710926532745","..","..","70.9","50.2546614121652",".."
2004,"YR2004","Cabo Verde","CPV","4.64","56","11.6666666666667","..","1.86264029656579","2872.48629304369","18.6104218362283","130","10.3825847849149","30.2069330080404","96.98","..","..","..","1.62040857006517","6.06954894511642","43.154","..","..","..","..","..","..","..","..","924318490.7598","467664","48000","0.102637791234733","750","4030","..","..","..","11.9106699751861","..","40.1131019592285","..","0","82.6","70.6499621386153",".."
2004,"YR2004","Cambodia","KHM","..","..","..","1.76585454348127","2.41635357819871","573.027482222425","29.6283707228643","163","1.08755910365277","7.89370437751721","81.95","..","5.36594594594595","..","1.62257715927474","-0.865850942110967","80.945","..","..","39.7700004577637","..","19593482441423.6","..","..","..","5337833248.02828","13063377","3700000","0.283234572499898","52300","176520","..","..","31.4795235357927","20.9607976433265","..","15.679217338562","..","24.4328044179516","46.4","53.2047289956599",".."
2004,"YR2004","Cameroon","CMR","..","..","..","12.0379827343308","1.6519792763083","1121.88278781906","19.4834042013074","181","18.7619653151087","18.3155639838079","88.92","..","11.0627516778523","..","2.66057153709207","4.36583676194438","52.06","..","..","..","..","7668991123431.74","..","..","..","15775357014.6254","16959081","5960000","0.351434137262508","92100","472710","..","..","20.4162574591606","12.6081529902054","..","15.5","..","16.6884124866923","45.2","37.1597083931356",".."
2004,"YR2004","Canada","CAN","..","732915","161.367489376693","5.82013911458384","1.30744964107816","..","7.42848471052432","..","7.76310961901363","5.82851956155379","97.69","18.1161448134542","54.632774829917","..","1.00203442432575","..","19.955","..","..","2.01999998092651","..","1484909578259.97","2.6","7","..","1023196003074.56","31995000","45419000","1.4195655571183","675510","9093510","..","33.7","..","4.99466102748004","..","100","2.67000007629395","75.1971356476301","99","..","2.00594"
2004,"YR2004","Cayman Islands","CYM","..","..","..","..","..","..","11.25","..","..","..","98.19","..","..","..","2.72392466641387","..","0","..","..","..","..","..","..","..","..","..","47299","200","0.00422841920548003","27","240","..","..","..","0.833333333333333","..","100","..","..","..","..",".."
2004,"YR2004","Central African Republic","CAF","..","..","..","44.6521933903418","32.4313771727762","780.757081951346","8.37105525056984","314","1.89139208792008","16.4830033994524","94.78","..","..","..","1.82594919320576","6.8151491365777","62.034","..","..","..","..","..","..","..","..","1270080250.65268","4055036","1930000","0.475951384895227","52150","622980","..","..","55.7058935013233","3.09801277729622","..","1.17853510379791","..","..","51.2","39.3756840658646",".."
2004,"YR2004","Chad","TCD","..","..","..","..","..","..","38.7785895806862","294","..","..","88.05","..","..","..","3.74420730653572","..","78.232","..","..","..","..","3835612308705.67","..","..","..","4414929219.99649","9710043","3800000","0.3913473915615","488300","1259200","..","..","23.469746510565","3.01778907242694","..","0.3","..","..","42","30.6282519486007",".."
2004,"YR2004","Channel Islands","CHI","6.66666666666667","..","..","..","..","..","39.4736842105263","..","..","..","..","..","..","..","0.741792607497891","..","69.319","..","..","..","..","..","..","..","..","8553643354.08275","153170","3700","0.0241561663511131","75","190","..","..","..","19.4736842105263","..","100","..","..","..","..",".."
2004,"YR2004","Chile","CHL","..","53850","359","7.51145618419543","1.12251366709544","6271.00370222841","21.4314918524018","28","21.7662290799198","6.90511260492516","94.96","108.482337356491","491.352666666667","..","1.09675505440437","13.2479743210967","12.813","..","..","13.3599996566772","..","84766806307412.6","..","..","..","99210392857.6116","15973778","1500000","0.0939038967487842","159350","743532","..","..","4.42740414202199","2.01739804070302","..","89.1871719360352","17.5900001525879","75.1835361760022","75.6","80.6936795779129",".."
2004,"YR2004","China","CHN","..","..","..","0.53989323568426","4.03450468943601","884.493133605765","55.0086611269185","129","3.50480583836811","4.03535931389266","96.48","109.97654177088","413.724014336918","..","0.593932815112141","6.12382234440969","58.856","..","..","46.9000015258789","..","..","..","..","..","1955347477285.91","1296075000","111600000","0.0861061281175858","5164330","9388212.5","..","..","12.9166301079707","11.8872469066928","..","94.4185180664063","..","84.7964546509664","76.7","72.3564512586014","1.21378"
2004,"YR2004","Colombia","COL","..","..","..","4.64236256616099","1.98213184925817","4813.36133186874","38.2073005858495","61","17.4532910074493","10.5797221594919","97.51","931.666666666667","320.96291331546","..","1.34789232317707","2.97731759397284","26.716","..","..","19.7800006866455","..","320803878148400","1.1","3.3","..","117074863821.85","42724163","2238000","0.0523825358497953","423910","1109500","..","56.1","8.6186206383875","2.01712483100496","..","82.9534530639648","28.3199996948242","74.9256405985985","71.8","74.4105564725372","0.15342"
2004,"YR2004","Comoros","COM","..","..","..","0.0337331732557028","0.749507145061079","980.935186598404","72.5416442772703","..","96.2561110546151","43.9010196224728","100.07","..","..","..","2.37499080608318","2.70069435397093","72.097","17.8","12.1","..","..","88980618160.5592","1.5","4","..","368143118.68996","597228","65000","0.108836156375789","1350","1861","..","55.9","..","34.9274583557227","..","39.091609954834","..","0","88.6","84.7132431212575",".."
2004,"YR2004","Congo, Dem. Rep.","COD","..","..","..","..","..","303.000381870913","11.2701528417988","..","..","..","99.52","..","0.208208955223881","..","3.1493065861034","1.61048064085448","63","..","..","..","..","5342649641680.4","2.2","5.7","..","10297483481.223","53034217","6700000","0.12633353293403","255500","2267050","..","42.2","24.9169619230666","2.95538254559891","..","0.806248545646667","..","2.11264423141953","28","17.7459030964437","0.268"
2004,"YR2004","Congo, Rep.","COG","..","..","..","..","..","722.958009791817","30.8784773060029","193","..","..","93.98","..","2.65102040816327","..","2.89611147240109","4.80507706255668","39.467","25.7","16","..","..","1262906877379.01","..","..","..","4648628921.36969","3605439","490000","0.135905780128301","105450","341500","..","..","5.50940630344491","1.43484626647145","..","13.6705961227417","..","32.2991643420762","33.9","20.7439071587496",".."
2004,"YR2004","Costa Rica","CRI","..","..","..","3.33601957084388","1.02465337733014","6481.36954292548","35.6835095965531","39","32.3599382198998","8.60632467834004","91.61","..","726.695238095238","..","1.4692176681123","2.28931412269155","35.615","..","..","14.8299999237061","..","16320374868788.2","1.1","3.8","..","18529767934.4743","4187038","210000","0.0501547872266743","18220","51060","..","48.9","9.79447929524619","4.11280846063455","..","97.58591","20.3700008392334","47.9928657985015","89.8","90.0516092850191","0.37473"
2004,"YR2004","Cote d'Ivoire","CIV","..","..","..","9.02882251148635","0.478966548084424","..","62.8930817610063","116","45.3842193035417","17.1976591309562","98.02","..","27.2189285714286","..","1.78485086892168","..","53.825","..","..","..","..","..","..","..","..","16554441846.5192","17997738","2800000","0.155575106160563","200000","318000","..","..","..","8.80503144654088","..","26.7195949554443","..","24.9305732993684","67.9","56.4994316626243",".."
2004,"YR2004","Croatia","HRV","1.02040816326531","..","..","3.61310324375307","1.42144612259324","19544.1691270399","21.0150107219442","..","9.02095214542658","8.36480476813082","98.37","65.3742067705375","312.584415584416","..","-0.0225250592235249","9.7515866144376","43.783","..","..","16.9599990844727","..","301126780919.445","..","..","..","41574530815.5047","4439000","847000","0.190808740707367","11760","55960","..","..","5.5369338595329","15.1358112937813","..","100","16","78.0395299623686","97.1","97.3277777777778","1.03028"
2004,"YR2004","Cuba","CUB","..","75562","203.890987587696","0.122642445200317","0.914783397455238","3736.68480439314","61.3476177051029","15","30.0931590083465","21.5603067165196","116.76","250.77782646801","18.5302212628171","..","0.195950404532165","0.208268249505366","23.959","..","..","21.1599998474121","..","32362621929.0887","..","..","..","38203000000","11266941","3706000","0.328926902164483","65280","106410","..","..","5.53163351671604","34.8275538013345","..","90.5409851074219","27.4599990844727","75.4388475672112","80.6","82.8075892264611","0.60231"
2004,"YR2004","Curacao","CUW","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.72502952808587","..","9.345","..","..","..","..","..","..","..","..","..","134192","..","..","..","444","..","..","..","..","..","100","..","99.8732578130434","..","..",".."
2004,"YR2004","Cyprus","CYP","21.7948717948718","..","..","0.840431431272453","1.18268375375741","21234.1562167442","16.8831168831169","..","46.1443939747954","11.983157657463","108.81","..","131.407079646018","..","1.6813995897204","2.57182576459685","31.59","..","..","5.09999990463257","..","14598975993.5067","3.7","8.8","..","17422375000","1010410","113000","0.111835789432013","1560","9240","..","30.1","3.50516640977336","12.2294372294372","..","100","5.92000007629395","97.5007966536882","100","100","0.33368"
2004,"YR2004","Czech Republic","CZE","..","89350","277.82960199005","1.55190619552013","1.5745741762304","10040.8758862585","55.2032099404608","..","3.42424938178349","4.98572906782943","104.99","85.2679918211377","87.0080845771144","..","0.0304348483027166","11.0383079876878","26.329","..","..","4.44999980926514","..","3367598668932.81","3.6","9","..","118976023159.713","10197101","3216000","0.315383754657329","42650","77260","..","27.5","2.54642669353658","41.6256795236863","..","100","5.42000007629395","83.6902433837101","99.7","99.6561453912286","1.1465"
2004,"YR2004","Denmark","DNK","7.70975056689342","115360","508.417805200529","2.75174801415086","2.46268640412133","41684.3961385234","62.3615366485977","..","18.590073803726","11.8419518800155","101.14","327.575857289579","144.784486557955","..","0.258432282052875","2.55968725275748","14.434","..","..","3.25999999046326","..","1713196601800.2","4","9.9","..","251373036671.062","5404523","2269000","0.41983353572554","26460","42430","..","24.9","1.89224686019444","53.4763139288239","..","100","4.48000001907349","85.4747882362454","100","100","2.41276"
