Time,"Time Code","Country Name","Country Code","Agricultural irrigated land (% of total agricultural land) [AG.LND.IRIG.AG.ZS]","Agricultural machinery, tractors [AG.AGR.TRAC.NO]","Agricultural machinery, tractors per 100 sq. km of arable land [AG.LND.TRAC.ZS]","Agricultural raw materials exports (% of merchandise exports) [TX.VAL.AGRI.ZS.UN]","Agricultural raw materials imports (% of merchandise imports) [TM.VAL.AGRI.ZS.UN]","Agriculture value added per worker (constant 2010 US$) [EA.PRD.AGRI.KD]","Agricultural land (% of land area) [AG.LND.AGRI.ZS]","Depth of the food deficit (kilocalories per person per day) [SN.ITK.DFCT]","Food exports (% of merchandise exports) [TX.VAL.FOOD.ZS.UN]","Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN]","Food production index (2004-2006 = 100) [AG.PRD.FOOD.XD]","Fertilizer consumption (% of fertilizer production) [AG.CON.FERT.PT.ZS]","Fertilizer consumption (kilograms per hectare of arable land) [AG.CON.FERT.ZS]","Droughts, floods, extreme temperatures (% of population, average 1990-2009) [EN.CLC.MDAT.ZS]","Population growth (annual %) [SP.POP.GROW]","Agriculture, value added (annual % growth) [NV.AGR.TOTL.KD.ZG]","Rural population (% of total population) [SP.RUR.TOTL.ZS]","Rural poverty gap at national poverty lines (%) [SI.POV.RUGP]","Urban poverty gap at national poverty lines (%) [SI.POV.URGP]","Employment in agriculture (% of total employment) [SL.AGR.EMPL.ZS]","Account, income, poorest 40% (% ages 15+) [ts] [WP_time_10.8]","Gross domestic income (constant LCU) [NY.GDY.TOTL.KN]","Income share held by lowest 10% [SI.DST.FRST.10]","Income share held by lowest 20% [SI.DST.FRST.20]","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) [SI.SPR.PC40]","GDP (current US$) [NY.GDP.MKTP.CD]","Population, total [SP.POP.TOTL]","Arable land (hectares) [AG.LND.ARBL.HA]","Arable land (hectares per person) [AG.LND.ARBL.HA.PC]","Agricultural land (sq. km) [AG.LND.AGRI.K2]","Land area (sq. km) [AG.LND.TOTL.K2]","Rural land area (sq. km) [AG.LND.TOTL.RU.K2]","GINI index (World Bank estimate) [SI.POV.GINI]","Agriculture, value added (% of GDP) [NV.AGR.TOTL.ZS]","Arable land (% of land area) [AG.LND.ARBL.ZS]","Average precipitation in depth (mm per year) [AG.LND.PRCP.MM]","Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Employment in agriculture, male (% of male employment) [SL.AGR.EMPL.MA.ZS]","Fossil fuel energy consumption (% of total) [EG.USE.COMM.FO.ZS]","Improved water source, rural (% of rural population with access) [SH.H2O.SAFE.RU.ZS]","People using basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","Research and development expenditure (% of GDP) [GB.XPD.RSDV.GD.ZS]","Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC]"
2010,"YR2010","Australia","AUS","0.461889708465051","NA","NA","2.23598840344147","0.706840651159685","55268.3613831912","51.8828996524478","NA","11.2892647179955","5.48025421094859","102","282.420485082537","46.3164818643112","NA","1.55548958906995","-0.790988189728054","11.267","NA","NA","3.22000002861023","NA","1429158157104.33","2.8","7.3","NA","1142876772659.21","22031750","42568000","1.93212068945953","3985800","7682300","7641564.5","34.7","2.37538447264808","5.54104890462492","NA","100","4","94.4247422153125","100","99.71","2.37808","NA"
2010,"YR2010","Austria","AUT","0.952792170408751","NA","NA","1.81669333663441","2.29597346149456","34599.301285216","33.6583061849802","NA","6.93478292120554","7.29372877021428","106.24","NA","108.487314855551","NA","0.240394299500766","-4.77051168136171","34.148","NA","NA","5.21000003814697","NA","294627500000","3.1","8","NA","390211866490.257","8363404","1363800","0.163067573920858","27792","82571","NA","30.3","1.43411995948784","16.516694723329","NA","100","5.40000009536743","70.2139045845543","100","100","2.73439","NA"
2010,"YR2010","Azerbaijan","AZE","29.4767978518083","NA","NA","0.0565953017720256","1.69435762501597","2703.43351557158","57.6703445605885","23","2.78351589336381","18.5449450864882","125.44","NA","9.95488562178228","NA","1.18978770786007","-3.21807442882572","46.599","NA","NA","38.2299995422363","NA","27190306690.26","NA","NA","NA","52902703376.1056","9054332","1884100","0.208088238867318","47668","82656","NA","NA","5.92097652733281","22.7944734804491","NA","99.9927520751953","32.3400001525879","96.9324916140822","71.5","67.5167974151614","0.21848","NA"
2010,"YR2010","Bahamas, The","BHS","NA","NA","NA","0.478758035230367","1.79549509730427","34003.4","1.4985014985015","NA","25.1471719258668","17.529266361099","124.1","NA","NA","NA","1.6700402670639","3.67437458347568","17.451","NA","NA","NA","NA","7213976379.97433","NA","NA","NA","7910000000","360832","9000","0.0249423554451933","150","10010","12245.5166","NA","2.31220641314725","0.899100899100899","NA","99.9432754516602","NA","NA","98.1","NA","NA","NA"
2010,"YR2010","Bahrain","BHR","NA","NA","NA","0.021413456643116","0.505736226697903","19135.6382978723","11.2860892388451","NA","1.85081005938774","7.56956421888049","113.34","0.951821386603995","1721.25","NA","4.60390525330931","NA","11.465","NA","NA","1.07000005245209","NA","9668200000","NA","NA","NA","25713271276.5957","1240862","1600","0.00128942622144928","86","762","115.1443634","NA","0.297677228105778","2.0997375328084","NA","100","1.3400000333786","99.8825408843066","100","NA","NA","NA"
2010,"YR2010","Bangladesh","BGD","NA","NA","NA","1.94846094239027","8.1075608277893","610.554670215035","70.9917799800261","119","4.02974910211919","17.4225113745494","129.72","306.317985452129","212.963932742909","NA","1.11988788804906","6.15194712457343","69.538","7.4","4.3","47.4799995422363","NA","5969108289673.55","3.8","8.9","1.91","115279077465.226","152149102","7791000","0.0512063488879481","92410","130170","123889.625","32.1","17.8104984541829","59.8525005761696","NA","42.49","40.0499992370605","70.9684212892876","82.6","95.858458950538","NA","35.2"
2010,"YR2010","Barbados","BRB","NA","NA","NA","0.45063885877629","1.77318260262542","15125","34.8837209302326","32","32.8701565134731","24.9105084625774","91.29","NA","135.083333333333","NA","0.393879790063157","NA","67.94","NA","NA","2.83999991416931","NA","925437424.628915","NA","NA","NA","4446800000","279569","12000","0.042923213947183","150","430","14.80739212","NA","1.61226721626236","27.906976744186","NA","100","3.75999999046326","NA","99.1","NA","NA","NA"
2010,"YR2010","Belarus","BLR","0.337154416722859","NA","NA","2.03612580386192","1.47550982377653","11725.854886123","43.8541153277477","NA","12.6192238315399","7.8674304143913","128.28","24.2374590982759","270.460704607046","NA","-0.170360662064171","2.38033162786961","25.385","NA","NA","10.5500001907349","NA","2137677762.21787","3.7","8.8","NA","57231904542.8755","9490583","5535000","0.583209693229594","88980","202900","198055.7813","28.6","10.1323623684715","27.2794480039428","NA","100","NA","91.9955359666712","99.1","98.6090688175449","0.69551","8.9"
2010,"YR2010","Belgium","BEL","NA","NA","NA","1.42311295401025","1.28037869068149","62494.8760383228","44.7721268163805","NA","8.85069335893912","8.31602939925753","100.86","16.6121793728372","279.170263788969","NA","0.913639391631709","7.82855028116178","2.35899999999999","NA","NA","1.35000002384186","NA","365101000000","3.3","8.6","NA","483548693409.337","10895586","834000","0.0765447585838889","13557","30280","18091.89063","28.4","0.852591154366773","27.5429326287979","NA","100","1.73000001907349","73.2469206437109","100","100","2.05137","NA"
2010,"YR2010","Belize","BLZ","NA","NA","NA","1.44630008817346","0.867688533979108","5181.33709677419","6.88294607628233","36","60.8610146892458","16.5361389152685","91.89","NA","58.0133333333333","NA","2.41665669265084","6.85751459820914","55.037","NA","NA","NA","NA","2183004922.03179","NA","NA","NA","1397113450","321608","75000","0.233203154150394","1570","22810","21296.04492","NA","13.2247563359407","3.28803156510303","NA","83.0399206545996","NA","NA","97.1","91.8676294746995","NA","NA"
2010,"YR2010","Benin","BEN","NA","NA","NA","26.7384136209396","2.63562510488206","989.862420309817","30.5072720822987","80","67.5990367733139","38.6401149301129","124.38","NA","8.99015748031496","NA","2.80610884361564","-1.94070080862534","58.146","NA","NA","45.1100006103516","NA","3181401308003.74","NA","NA","NA","6970240895.49888","9199259","2540000","0.27610919531671","34400","112760","113916.9609","NA","25.8318249136087","22.5257183398368","NA","13.9","53.2400016784668","41.5541857358705","68.3","56.4737333521631","NA","NA"
2010,"YR2010","Bermuda","BMU","NA","NA","NA","NA","0.625822052011908","42971","6","NA","NA","13.0651271754705","111.43","NA","NA","NA","-0.780059723322568","-0.924642657675349","0","NA","NA","1.39999997615814","NA","NA","NA","NA","NA","5744414000","65124","300","0.00460659664639764","3","50","22.78402901","NA","0.774351452951901","6","NA","100","2.45000004768372","NA","NA","NA","0.20846","NA"
2010,"YR2010","Bhutan","BTN","NA","NA","NA","0.202057674817135","2.23586530406442","856.343894394461","13.6422068893145","NA","7.17027914012638","11.4735829274119","94.42","NA","10.0397614314115","NA","1.82835814221659","0.852422076290154","65.207","NA","NA","59.5999984741211","NA","45431459787.8232","NA","NA","NA","1585472534.10547","727641","100600","0.138254991128867","5200","38117","NA","NA","17.4964875073939","2.63924233281738","NA","74.4075317382813","54.0099983215332","NA","94.1","91.8603500238317","NA","NA"
2010,"YR2010","Bolivia","BOL","NA","NA","NA","1.08432497948638","0.685259996735062","1034.75828295266","34.6312194221361","190","15.2699684713969","7.69256875365986","120.36","NA","7.25552711193856","NA","1.62115743418645","-1.17806300938258","33.574","NA","NA","NA","NA","34378858069.7299","NA","NA","NA","19649631308.1648","9918242","4297000","0.433242100767455","375160","1083300","NA","NA","12.8531372552784","3.9665835871873","NA","58.8836479187012","NA","83.1618951133811","69.7","70.1376816765828","NA","NA"
2010,"YR2010","Bosnia and Herzegovina","BIH","NA","NA","NA","5.88780545503248","1.56265893836649","26495.2874037319","41.875","NA","7.31702899058977","18.0981128344117","111.85","258.08241636977","81.5298804780876","NA","-0.655462607580553","-3.98170665797466","60.774","NA","NA","NA","NA","25346492000","NA","NA","NA","17164279813.0968","3722084","1004000","0.269741359947814","21440","51200","49338.41797","NA","8.2742584713381","19.609375","NA","100","NA","91.6526353322398","98.9","97.4679245119566","NA","NA"
2010,"YR2010","Botswana","BWA","0.00290011987162136","NA","NA","0.190303723189413","0.82592603427749","1003.58609730551","45.6319587810774","239","5.08470486987998","12.3622016754788","125.08","NA","83.1274131274131","NA","1.75154449757078","5.81676386488266","43.765","NA","NA","26.4300003051758","NA","68437912504.1229","NA","NA","NA","12786654365.8738","2014866","259000","0.128544528519514","258610","566730","NA","NA","2.78434561357437","0.457007746193072","NA","30.78830909729","30.7299995422363","64.8360816715393","91.6","57.7923762013049","NA","NA"
2010,"YR2010","Brazil","BRA","NA","NA","NA","3.93564499703518","1.31128581683378","8228.10630112643","32.7181645677148","17","31.0782829835928","4.65485709485811","124.01","324.868648278904","156.189872518227","NA","0.970296367127195","6.7000982485401","15.665","NA","NA","NA","NA","1789775470853.39","NA","NA","NA","2208871646202.82","196796269","70363000","0.357542347512696","2734630","8358140","8241430","NA","4.84228724370542","8.41849980976629","NA","93.6381225585938","NA","53.4879028437786","83.8","82.4930155753643","1.15869","NA"
2010,"YR2010","British Virgin Islands","VGB","NA","NA","NA","NA","NA","NA","46.6666666666667","NA","NA","NA","101.94","NA","NA","NA","2.89562068771012","NA","55.355","NA","NA","NA","NA","NA","NA","NA","NA","NA","27224","1000","0.0367322950337937","70","150","106.7865906","NA","NA","6.66666666666667","NA","NA","NA","NA","NA","NA","NA","NA"
2010,"YR2010","Brunei Darussalam","BRN","NA","NA","NA","NA","NA","100476.7143381","2.5426944971537","18","NA","NA","139.27","NA","431.75","NA","1.26614450607904","-5.86139911949488","24.49","NA","NA","NA","NA","18690000000","NA","NA","NA","13707370737.0737","388662","4000","0.0102917187684929","134","5270","4743.62207","NA","0.733012306046014","0.759013282732448","NA","100","NA","NA","NA","99.05","NA","NA"
2010,"YR2010","Bulgaria","BGR","1.78147268408551","NA","NA","1.36709281994089","1.05839517873395","16973.7267300445","46.5364775239499","NA","16.0798020698824","9.56156538206032","111.06","81.8653563069885","97.053358443189","NA","-0.658275446635908","-7.9689238783","27.698","NA","NA","6.80999994277954","NA","74771255000","2.1","6.3","NA","50610031135.7791","7395599","3186000","0.430796748174151","50520","108560","103838.0078","35.7","4.78226306936098","29.3478260869565","NA","100","8.22000026702881","73.1645429106842","99.1","98.9816015978455","0.56387","NA"
2010,"YR2010","Burkina Faso","BFA","NA","NA","NA","55.8799691431183","0.742460113261042","422.941698688328","44.1520467836257","188","33.347189145609","15.1124044072533","125.43","NA","9.4285","NA","3.01924468828771","11.5029596027535","74.335","NA","NA","NA","NA","3585914678540.59","NA","NA","NA","8979966766.07232","15605217","6000000","0.38448680335557","120800","273600","NA","NA","35.6168722341417","21.9298245614035","NA","1.4","NA","NA","72.3","42.2991651153436","NA","NA"
2010,"YR2010","Burundi","BDI","NA","NA","NA","4.89582557194692","1.44152384185911","200.296436433614","71.3785046728972","NA","81.4054823731277","13.6810648577748","113.79","NA","3.62736842105263","NA","3.2211828553465","3.91191121846381","89.359","NA","NA","NA","NA","1537674976179.24","NA","NA","NA","2026864469.36388","8766930","950000","0.108361764038267","18330","25680","NA","NA","40.4484951902118","36.993769470405","NA","1","NA","NA","72.6","51.0103205391962","0.1378","NA"
2010,"YR2010","Cabo Verde","CPV","NA","NA","NA","0","1.30898163512966","4421.09272533354","19.3548387096774","91","81.608943139827","27.7454705046531","103.12","NA","NA","NA","1.08491908678436","-4.0650574241312","38.167","NA","NA","NA","NA","131170262801.124","NA","NA","NA","1664310769.55229","502384","50000","0.0995254625943501","780","4030","3913.569092","NA","9.7371365637595","12.4069478908189","NA","65.8","NA","NA","85.4","71.7172836973062","NA","NA"
2010,"YR2010","Cambodia","KHM","NA","NA","NA","2.28678383932197","1.63570097362795","766.916925915471","30.9030138227963","119","1.43704433161796","7.30764691636355","147.28","NA","12.1178947368421","NA","1.53904513328844","3.95666483811672","80.19","NA","NA","54.1399993896484","NA","31596979681848.9","NA","NA","NA","11242275198.9706","14308740","3800000","0.26557195112917","54550","176520","176298.1875","NA","36.4555377629639","21.5273056877408","NA","18.8","52.9099998474121","29.4652363226562","58.8","62.1193188404668","NA","25.3"
2010,"YR2010","Cameroon","CMR","NA","NA","NA","14.7953602817362","1.57475433469236","1434.05321149428","20.5199805377504","96","24.4314555626568","17.6999506923383","143","NA","9.23903225806452","NA","2.7306902313796","5.99315063403687","48.484","NA","NA","NA","NA","9239151898347.06","NA","NA","NA","23622483983.7101","19970495","6200000","0.310458003169175","97000","472710","459153.1875","NA","23.3941230421261","13.1158638488714","NA","20.4309349060059","NA","31.1639633691221","50.2","40.5322534596775","NA","NA"
2010,"YR2010","Canada","CAN","1.21703340993795","NA","NA","4.25931062168081","1.01381091386752","64716.6407115172","6.95755544338765","NA","10.4700126585533","7.33077659247152","107.92","21.5481233115805","69.1755881742978","NA","1.11395972071239","1.11661958268931","19.063","NA","NA","1.80999994277954","NA","1662131000000","2.7","7.1","NA","1613464422811.13","34005274","43397000","1.27618439422073","632686","9093510","9084045","33.6","1.42328662564552","4.77230464364145","NA","100","2.44000005722046","75.3857415699794","99","NA","1.84066","NA"
2010,"YR2010","Cayman Islands","CYM","NA","NA","NA","NA","NA","NA","11.25","NA","NA","NA","99.58","NA","NA","NA","2.23717271202146","-1.4670927322241","0","NA","NA","0.610000014305115","NA","NA","NA","NA","NA","NA","55507","200","0.00360314915235916","27","240","64.61621094","NA","0.333062872241292","0.833333333333333","NA","100","1.0900000333786","NA","NA","NA","NA","NA"
2010,"YR2010","Central African Republic","CAF","NA","NA","NA","36.4048730810632","2.09055516541211","796.446680318364","8.15435487495586","263","1.54607462097667","28.0919180329271","115.2","NA","NA","NA","1.00071378122449","2.0402201150945","61.172","NA","NA","NA","NA","813481709908.291","NA","NA","NA","1986014845.63184","4448525","1800000","0.404628500458017","50800","622980","NA","NA","54.2011641106782","2.88933834151979","NA","1.7","NA","NA","53.6","40.4250414529187","NA","NA"
2010,"YR2010","Chad","TCD","NA","NA","NA","NA","NA","1869.07884571791","39.3384688691233","317","NA","NA","165.45","NA","NA","NA","3.28730923098424","16.1347273705089","78.017","NA","NA","NA","NA","4608581407361.92","NA","NA","NA","10657705536.4978","11887202","4500000","0.378558385732824","495350","1259200","NA","NA","53.3725471551081","3.57369758576874","NA","3.1","NA","NA","44.1","31.4615603199055","NA","NA"
2010,"YR2010","Channel Islands","CHI","3.51648351648352","NA","NA","NA","NA","NA","47.8947368421053","NA","NA","NA","NA","NA","NA","NA","0.614740577736012","NA","68.946","NA","NA","NA","NA","NA","NA","NA","NA","NA","159581","4300","0.0269455636949261","91","190","NA","NA","NA","22.6315789473684","NA","100","NA","NA","NA","NA","NA","NA"
2010,"YR2010","Chile","CHL","NA","NA","NA","5.04326002385103","0.653602025074427","8197.17498370815","21.1732649031918","27","16.858484154","7.07240851257318","108.21","47.9190909090909","373.248623131393","NA","0.969247386946243","0.9514847921062","11.414","NA","NA","10.6099996566772","NA","122036427560348","NA","NA","NA","218537551220.071","16993354","1271000","0.074793945915562","157430","743532","709418.75","NA","3.92650206460687","1.70940860648903","NA","98.2997360229492","14.0900001525879","77.6066722281967","87.4","93.1234840781699","0.33098","NA"
2010,"YR2010","China","CHN","NA","NA","NA","0.456645175840948","3.71818561122593","1160.53455467194","54.8080992214598","108","2.79564737077814","4.61500308737094","119.97","96.2403530027076","515.408972206678","NA","0.482959688678361","4.24936386732327","50.774","NA","NA","36.7000007629395","NA","NA","NA","NA","NA","6100620356557.32","1337705000","107220000","0.0801522009710661","5145500","9388211","8868577","NA","9.53019669501245","11.4207062453113","NA","98","NA","88.1987241358272","85.6","85.3501943362943","1.71007","NA"
2010,"YR2010","Colombia","COL","NA","NA","NA","3.50542611136659","1.35450012090961","5288.16781927676","38.3082469580892","67","11.8980437670617","9.6911139298246","103.62","267.343776318006","585.191718661373","NA","1.09908582748666","0.191563957060751","24.964","21.6","13.1","18.4699993133545","NA","443448158101338","1","3.2","3.28","287018184637.529","45918097","1763000","0.0383944482716694","425030","1109500","1090598.125","55.5","7.0984803710419","1.58900405588103","NA","86.84958","26.5400009155273","76.9531038680444","73.2","80.7348956713119","0.18933","49.7"
2010,"YR2010","Comoros","COM","NA","NA","NA","0.533668591846153","0.681402494947235","945.664852486081","71.4669532509404","NA","67.563051006255","37.5053864591354","106.31","NA","NA","NA","2.41254187719426","-0.706150341685657","72.082","NA","NA","NA","NA","93432941036.6471","NA","NA","NA","530493353.218937","689692","65000","0.0942449673187452","1330","1861","1478.78833","NA","NA","34.9274583557227","NA","54.4735260009766","NA","NA","88.9","81.9049751119017","NA","NA"
2010,"YR2010","Congo, Dem. Rep.","COD","NA","NA","NA","NA","NA","322.193370463086","11.3649897443815","NA","NA","NA","105.63","NA","1.10411764705882","NA","3.33093595752052","3.00999999957095","60.063","NA","NA","NA","NA","7053097963779.55","NA","NA","NA","20523285374.187","64523263","6800000","0.1053883465255","257650","2267050","2278811.75","NA","23.3375557797112","2.99949273284665","NA","0.783272385597229","NA","3.07821100504897","29.7","19.671110700848","NA","NA"
2010,"YR2010","Congo, Rep.","COG","NA","NA","NA","1.29806265753111","0.394481701305513","877.767042059446","30.9692532942899","226","0.482828013763457","7.02364449149975","124.72","NA","0.541176470588235","NA","3.07836267516329","6.25617332443382","36.772","NA","NA","NA","NA","2271498942238.76","NA","NA","NA","12007880590.4575","4386693","510000","0.116260700258714","105760","341500","338427.125","NA","3.83040059879232","1.49341142020498","NA","11.5474786758423","NA","42.0429919004052","37.6","29.7724479324995","NA","NA"
2010,"YR2010","Costa Rica","CRI","1.54480483782298","NA","NA","2.66264620710833","1.10031602386015","7624.07261410388","35.6247551899726","36","34.7269344721312","8.97683488457413","115.05","NA","544.991111111111","NA","1.26235646760236","6.59151513110953","28.266","11.3","6.7","14.9899997711182","NA","21397139868305.5","1.6","4.4","6.62","37268635287.0856","4545280","225000","0.0495019008729935","18190","51060","46479.98438","48.1","7.18894937681836","4.40658049353701","NA","97.734454","21.0200004577637","47.5159042094903","91.2","95.4111097668834","0.48485","27.4"
2010,"YR2010","Cote d'Ivoire","CIV","NA","NA","NA","9.64835969026969","0.857381045798841","2169.16369424303","64.7798742138365","102","49.5168193048018","19.2446325237601","109.43","NA","32.0858620689655","NA","2.30546426353247","-4.05042696603323","49.443","NA","NA","NA","NA","12130236040102.9","NA","NA","NA","24884505034.5564","20401331","2900000","0.142147588311763","206000","318000","314812.3438","NA","NA","9.11949685534591","NA","32.4556007385254","NA","23.2315074256831","68.4","55.1060585897804","NA","NA"
