Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Albania (ALB)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2011 (YR2011)","Labour force survey. Data reference period: Noncalendar year."
FootNote,"Albania (ALB)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2012 (YR2012)","Labour force survey. Data reference period: Noncalendar year."
FootNote,"Albania (ALB)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2013 (YR2013)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Albania (ALB)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2014 (YR2014)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Albania (ALB)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2015 (YR2015)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Albania (ALB)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2010 (YR2010)","Official estimate."
FootNote,"Albania (ALB)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2011 (YR2011)","Labour force survey. Data reference period: Noncalendar year."
FootNote,"Albania (ALB)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2012 (YR2012)","Labour force survey. Data reference period: Noncalendar year."
FootNote,"Albania (ALB)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2013 (YR2013)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Albania (ALB)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2014 (YR2014)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Albania (ALB)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2015 (YR2015)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Argentina (ARG)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2014 (YR2014)","Estimated from individual income data."
FootNote,"Argentina (ARG)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2010 (YR2010)","Labour force survey. Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution.  The INDEC, based on  what is stated in decrees 181/15 and 55/16,  is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.. Data reference period: Second semester | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Argentina (ARG)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2011 (YR2011)","Labour force survey. Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution.  The INDEC, based on  what is stated in decrees 181/15 and 55/16,  is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.. Data reference period: Second semester | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Argentina (ARG)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2012 (YR2012)","Labour force survey. Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution.  The INDEC, based on  what is stated in decrees 181/15 and 55/16,  is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.. Data reference period: Second semester | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Argentina (ARG)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2013 (YR2013)","Labour force survey. Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution.  The INDEC, based on  what is stated in decrees 181/15 and 55/16,  is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.. Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas."
FootNote,"Argentina (ARG)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2014 (YR2014)","Labour force survey. Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution.  The INDEC, based on  what is stated in decrees 181/15 and 55/16,  is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.. Data reference period: Third quarter | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Argentina (ARG)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2010 (YR2010)","Labour force survey. Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution.  The INDEC, based on  what is stated in decrees 181/15 and 55/16,  is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.. Data reference period: Second semester | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Argentina (ARG)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2011 (YR2011)","Labour force survey. Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution.  The INDEC, based on  what is stated in decrees 181/15 and 55/16,  is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.. Data reference period: Second semester | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Argentina (ARG)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2012 (YR2012)","Labour force survey. Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution.  The INDEC, based on  what is stated in decrees 181/15 and 55/16,  is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.. Data reference period: Second semester | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Argentina (ARG)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2013 (YR2013)","Labour force survey. Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution.  The INDEC, based on  what is stated in decrees 181/15 and 55/16,  is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.. Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas."
FootNote,"Argentina (ARG)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2014 (YR2014)","Labour force survey. Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution.  The INDEC, based on  what is stated in decrees 181/15 and 55/16,  is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.. Data reference period: Third quarter | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Argentina (ARG)","Income share held by lowest 10% (SI.DST.FRST.10)","2010 (YR2010)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","Income share held by lowest 10% (SI.DST.FRST.10)","2011 (YR2011)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","Income share held by lowest 10% (SI.DST.FRST.10)","2012 (YR2012)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","Income share held by lowest 10% (SI.DST.FRST.10)","2013 (YR2013)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","Income share held by lowest 10% (SI.DST.FRST.10)","2014 (YR2014)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","Income share held by lowest 20% (SI.DST.FRST.20)","2013 (YR2013)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","Income share held by lowest 20% (SI.DST.FRST.20)","2014 (YR2014)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","GINI index (World Bank estimate) (SI.POV.GINI)","2010 (YR2010)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","GINI index (World Bank estimate) (SI.POV.GINI)","2011 (YR2011)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","GINI index (World Bank estimate) (SI.POV.GINI)","2012 (YR2012)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","GINI index (World Bank estimate) (SI.POV.GINI)","2013 (YR2013)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Argentina (ARG)","GINI index (World Bank estimate) (SI.POV.GINI)","2014 (YR2014)","Estimated from unit-record income data. Urban only. PPP is regression based."
FootNote,"Armenia (ARM)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2010 (YR2010)","Source : Social snapshot and poverty in Armenia, 2011. Poverty profile and Labor Market developments in 2008-2010. National Statistical Service of the Republic of Armenia.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2011 (YR2011)","Source : Social snapshot and poverty in Armenia, 2012. Poverty profile and Labor Market developments in 2008-2011. National Statistical Service of the Republic of Armenia.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2012 (YR2012)","Source : Social snapshot and poverty in Armenia, 2013.  Poverty profile and labor market developments in 2008-2012. National Statistical Service of the Republic of Armenia.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2013 (YR2013)","Source : Social snapshot and poverty in Armenia, 2014  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2014 (YR2014)","Source : Social snapshot and poverty in Armenia, 2015  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Rural poverty headcount ratio at national poverty lines (% of rural population) (SI.POV.RUHC)","2010 (YR2010)","Source : Social snapshot and poverty in Armenia, 2011. Poverty profile and Labor Market developments in 2008-2010. National Statistical Service of the Republic of Armenia.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Rural poverty headcount ratio at national poverty lines (% of rural population) (SI.POV.RUHC)","2011 (YR2011)","Source : Social snapshot and poverty in Armenia, 2012. Poverty profile and Labor Market developments in 2008-2011. National Statistical Service of the Republic of Armenia.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Rural poverty headcount ratio at national poverty lines (% of rural population) (SI.POV.RUHC)","2012 (YR2012)","Source : Social snapshot and poverty in Armenia, 2013.  Poverty profile and labor market developments in 2008-2012. National Statistical Service of the Republic of Armenia.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Rural poverty headcount ratio at national poverty lines (% of rural population) (SI.POV.RUHC)","2013 (YR2013)","Source : Social snapshot and poverty in Armenia, 2014  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Rural poverty headcount ratio at national poverty lines (% of rural population) (SI.POV.RUHC)","2014 (YR2014)","Source : Social snapshot and poverty in Armenia, 2015  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2010 (YR2010)","Source : Social snapshot and poverty in Armenia, 2011. Poverty profile and Labor Market developments in 2008-2010. National Statistical Service of the Republic of Armenia.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2011 (YR2011)","Source : Social snapshot and poverty in Armenia, 2012. Poverty profile and Labor Market developments in 2008-2011. National Statistical Service of the Republic of Armenia.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2012 (YR2012)","Source : Social snapshot and poverty in Armenia, 2013.  Poverty profile and labor market developments in 2008-2012. National Statistical Service of the Republic of Armenia.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2013 (YR2013)","Source : Social snapshot and poverty in Armenia, 2014  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2014 (YR2014)","Source : Social snapshot and poverty in Armenia, 2015  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2001,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Armenia (ARM)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2010 (YR2010)","Estimated from individual consumption data."
FootNote,"Armenia (ARM)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2015 (YR2015)","Estimated from individual consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 10% (SI.DST.FRST.10)","2010 (YR2010)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 10% (SI.DST.FRST.10)","2011 (YR2011)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 10% (SI.DST.FRST.10)","2012 (YR2012)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 10% (SI.DST.FRST.10)","2013 (YR2013)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 10% (SI.DST.FRST.10)","2014 (YR2014)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 10% (SI.DST.FRST.10)","2015 (YR2015)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 20% (SI.DST.FRST.20)","2013 (YR2013)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 20% (SI.DST.FRST.20)","2014 (YR2014)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Income share held by lowest 20% (SI.DST.FRST.20)","2015 (YR2015)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2010 (YR2010)","Household income/expenditure survey. Data reference period: Annual or annual average | Age coverage - maximum age: 75 years old."
FootNote,"Armenia (ARM)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2011 (YR2011)","Population census. Data reference period: October | Age coverage - maximum age: 75 years old."
FootNote,"Armenia (ARM)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2012 (YR2012)","Household income/expenditure survey. Data reference period: Annual or annual average | Age coverage - maximum age: 75 years old."
FootNote,"Armenia (ARM)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2013 (YR2013)","Household income/expenditure survey. Data reference period: Annual or annual average | Age coverage - maximum age: 75 years old."
FootNote,"Armenia (ARM)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2015 (YR2015)","Labour force survey. Data reference period: Annual or annual average | Age coverage - maximum age: 75 years old."
FootNote,"Armenia (ARM)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2010 (YR2010)","Household income/expenditure survey. Data reference period: Annual or annual average | Age coverage - maximum age: 75 years old."
FootNote,"Armenia (ARM)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2011 (YR2011)","Population census. Data reference period: October | Age coverage - maximum age: 75 years old."
FootNote,"Armenia (ARM)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2012 (YR2012)","Household income/expenditure survey. Data reference period: Annual or annual average | Age coverage - maximum age: 75 years old."
FootNote,"Armenia (ARM)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2013 (YR2013)","Household income/expenditure survey. Data reference period: Annual or annual average | Age coverage - maximum age: 75 years old."
FootNote,"Armenia (ARM)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2015 (YR2015)","Labour force survey. Data reference period: Annual or annual average | Age coverage - maximum age: 75 years old."
FootNote,"Armenia (ARM)","GINI index (World Bank estimate) (SI.POV.GINI)","2010 (YR2010)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","GINI index (World Bank estimate) (SI.POV.GINI)","2011 (YR2011)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","GINI index (World Bank estimate) (SI.POV.GINI)","2012 (YR2012)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","GINI index (World Bank estimate) (SI.POV.GINI)","2013 (YR2013)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","GINI index (World Bank estimate) (SI.POV.GINI)","2014 (YR2014)","Estimated from unit-record consumption data."
FootNote,"Armenia (ARM)","GINI index (World Bank estimate) (SI.POV.GINI)","2015 (YR2015)","Estimated from unit-record consumption data."
FootNote,"American Samoa (ASM)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2010 (YR2010)","Population census. Nonstandard economic activity: Including C. Age coverage - minimum age: 16 years old."
FootNote,"Australia (AUS)","Population growth (annual %) (SP.POP.GROW)","2015 (YR2015)","Preliminary."
FootNote,"Australia (AUS)","Population growth (annual %) (SP.POP.GROW)","2016 (YR2016)","Preliminary."
FootNote,"Australia (AUS)","Population, total (SP.POP.TOTL)","2015 (YR2015)","Preliminary."
FootNote,"Australia (AUS)","Population, total (SP.POP.TOTL)","2016 (YR2016)","Preliminary."
FootNote,"Australia (AUS)","Income share held by lowest 10% (SI.DST.FRST.10)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Australia (AUS)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Australia (AUS)","GINI index (World Bank estimate) (SI.POV.GINI)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Australia (AUS)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2010 (YR2010)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2011 (YR2011)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2012 (YR2012)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2013 (YR2013)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2014 (YR2014)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2015 (YR2015)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture, male (% of male employment) (SL.AGR.EMPL.MA.ZS)","2016 (YR2016)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2010 (YR2010)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2011 (YR2011)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2012 (YR2012)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2013 (YR2013)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2014 (YR2014)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2015 (YR2015)","Labour force survey."
FootNote,"Australia (AUS)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2016 (YR2016)","Labour force survey."
FootNote,"Austria (AUT)","Income share held by lowest 10% (SI.DST.FRST.10)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","Income share held by lowest 10% (SI.DST.FRST.10)","2011 (YR2011)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","Income share held by lowest 10% (SI.DST.FRST.10)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","Income share held by lowest 10% (SI.DST.FRST.10)","2013 (YR2013)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","Income share held by lowest 10% (SI.DST.FRST.10)","2014 (YR2014)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","Income share held by lowest 20% (SI.DST.FRST.20)","2013 (YR2013)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","Income share held by lowest 20% (SI.DST.FRST.20)","2014 (YR2014)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","GINI index (World Bank estimate) (SI.POV.GINI)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","GINI index (World Bank estimate) (SI.POV.GINI)","2011 (YR2011)","Estimated from unit-record income data."
FootNote,"Austria (AUT)","GINI index (World Bank estimate) (SI.POV.GINI)","2012 (YR2012)","Estimated from unit-record income data."
